,F4_GI_1,F4_GI_2,F4_GI_3,F4_GI_4,F4_HG_1,F4_HG_2,F4_HG_3,F4_STOM,F5_GI_1,F5_GI_2,F5_GI_3,F5_GI_4,F5_HG_1,F5_HG_2,F5_HG_3,F5_STOM,F6_GI_1,F6_GI_4,F6_HG_1,F6_HG_2,F6_HG_3,F7_GI_2,F7_GI_3,F7_GI_4,F7_HG_1,F7_HG_2,F7_HG_3,F7_STOM,F8_GI_1,F8_GI_2,F8_GI_4,F8_HG_1,F8_HG_2,F8_HG_3,F8_STOM,cluster.index,CF_componentindex,CF_NrNodes,CF_kingdom,CF_kingdom_score,CF_superclass,CF_superclass_score,CF_class,CF_class_score,CF_subclass,CF_subclass_score,CF_Dparent,CF_Dparent_score,CF_MFramework,CF_MFramework_score
8,-0.033389122,0.338729931,0.241391592,-0.731160457,-0.683071141,-0.707304438,-0.629984214,-0.411280788,-0.257858668,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,0.440363289,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.294792963,-0.181632891,0.427336206,0.108941188,-0.646064794,-0.700768166,-0.374333556,-0.237822856,0.161695992,-0.720914074,-0.562599668,-0.509478176,-0.491631968,-0.420483236,8,S8,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
23,-0.1197271,1.573917974,2.09292379,3.020606484,3.073635946,3.391802415,3.586377496,-0.411280788,-0.487128914,2.051143666,1.372403392,1.842305843,2.924907786,3.184813737,3.284146419,0.718984804,1.153094686,0.02135007,2.697325364,2.677140454,2.227963851,-0.562563523,-0.114690956,0.119048537,1.11825002,1.595109848,1.564161578,1.054920343,0.89965838,1.104479535,3.206683117,3.23229946,1.400451965,1.966067848,-0.420483236,23,S18,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
25,-0.821755849,-0.7334819,-0.790627754,-0.731160457,0.589392993,0.284690573,0.828513106,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,1.853740691,2.316914666,2.215928566,-0.39433365,1.272540122,1.808820934,3.113673297,1.190710447,1.319474013,-0.758640117,-0.528754924,-0.172498052,0.4264129,1.182309083,1.414165128,-0.374333556,-0.78788789,-0.757669631,0.061615792,1.050301938,1.660930005,1.327761062,-0.420483236,25,S19,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
30,3.15897788,1.986685858,3.153002959,0.438774428,2.051395964,2.356568266,1.651603357,1.837491595,3.472354541,3.09575266,3.728717166,2.743168887,2.091770065,2.320576494,2.898789839,0.553260401,3.353082414,2.415685133,1.486515814,1.388712705,1.648410974,3.628941721,3.399759962,4.037396088,4.060690797,4.115857365,3.885347654,5.469022254,3.31091912,3.314272867,3.309413964,2.363823944,1.690576394,2.015154592,2.591513036,30,155,2,Organic compounds,1,Organic acids and derivatives,0.365079365,Carboxylic acids and derivatives,0.365079365,Tetracarboxylic acids and derivatives,0.293650794,Tetracarboxylic acids and derivatives,0.293650794,Aromatic heteropolycyclic compounds,0.761904762
68,0.799008522,-0.329134239,-0.142213586,0.597356146,2.932056422,3.395309796,3.287118571,7.327879064,2.821577633,-0.667340797,-0.713863978,2.198556222,5.010034885,4.449900556,4.64244316,6.138390762,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.109638072,-0.068927699,-0.646064794,-0.700768166,1.511286645,0.256994724,-0.757669631,-0.720914074,-0.562599668,-0.509478176,0.958508088,3.067953019,68,S45,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
83,3.118635312,1.659994764,2.639200113,3.18990179,1.361923854,1.359238767,0.912248979,1.446992175,3.191331538,2.376525302,2.883897275,2.064808022,1.323615289,1.388390188,1.82094618,1.504566862,2.369192274,1.744925069,1.136941257,1.052925136,1.338953767,3.020534589,2.973705499,3.274391434,3.245260207,3.175232961,2.95949294,4.322781039,2.989489864,2.832145345,2.411469291,1.58148224,1.070746364,1.309720701,1.755779635,83,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
87,2.232868976,0.058694605,2.083484567,2.271025979,0.003209666,1.574695218,-0.629984214,1.359094635,2.102069601,1.802805524,2.401372172,2.518122786,1.394996892,-0.624849977,-0.504126506,-0.39433365,2.030254285,-0.66273721,-0.031477615,1.047397812,1.240615523,2.401270865,2.366299706,2.648251024,2.605828689,2.264149156,2.256992278,-0.374333556,2.390986498,2.284799756,2.161820959,-0.562599668,0.130681376,1.34101278,-0.420483236,87,169,4,Organic compounds,1,Lipids and lipid-like molecules,0.9125,Glycerophospholipids,0.5125,Glycerophosphoglycerols,0.5125,Phosphatidylglycerols,0.5125,Aliphatic acyclic compounds,0.54375
90,-0.821755849,-0.7334819,-0.790627754,-0.731160457,1.314573918,1.147736071,1.203581547,0.671392464,-0.093425053,-0.667340797,-0.713863978,-0.649581606,1.524849531,1.4806223,1.382217864,0.636586097,-0.659453392,0.676902346,1.435203094,1.903631999,2.23890131,-0.758640117,-0.481081895,-0.804159412,-0.564701638,0.430005431,0.529993079,-0.374333556,-0.78788789,-0.757669631,-0.720914074,0.979764857,0.45700483,1.173209685,1.919260117,90,S54,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
91,1.208190625,-0.116195274,0.013294834,1.286134541,-0.683071141,0.776917188,-0.629984214,-0.411280788,1.030570925,-0.12660962,-0.059730895,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.357996892,-0.66273721,-0.530203753,-0.54246981,-0.500355085,1.207932148,1.206643332,1.461341638,0.267714371,-0.269036442,1.240708446,-0.374333556,1.125074919,1.1778957,1.167365539,-0.562599668,-0.509478176,-0.491631968,-0.420483236,91,73,30,Organic compounds,1,Lipids and lipid-like molecules,0.442142857,Prenol lipids,0.283597884,Triterpenoids,0.213835979,Triterpenoids,0.213835979,Aromatic heteropolycyclic compounds,0.37297619
95,-0.821755849,-0.7334819,-0.790627754,-0.168924735,2.497880664,2.029855798,2.18748148,-0.411280788,-0.694314964,-0.667340797,-0.240302165,-0.649581606,0.939101446,0.641904849,-0.504126506,-0.39433365,-0.659453392,1.464135003,1.666148586,2.813093753,3.205336613,-0.275525826,-0.20552842,0.317337993,0.120932817,0.563069401,0.439257511,-0.374333556,-0.78788789,-0.053713638,2.077964321,2.607278217,2.693287965,-0.491631968,-0.420483236,95,S56,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
97,0.529741714,0.376485442,0.927661194,1.40499363,0.787100939,1.02504429,0.838650883,-0.411280788,0.560231132,1.089057262,1.159641739,1.647837065,1.488673533,1.35909489,1.794613393,-0.39433365,0.403586687,1.490293544,1.34442714,1.503413332,1.322994509,0.421250172,-0.237857018,0.125044163,0.761669728,0.567670731,0.80117026,-0.374333556,1.208727729,0.36657863,2.18614567,1.536607713,0.659277535,1.715328443,-0.420483236,97,14,17,Organic compounds,0.941176471,Lipids and lipid-like molecules,0.656862745,Fatty Acyls,0.504201681,Fatty acids and conjugates,0.179738562,Long-chain fatty acids,0.172385621,Aliphatic acyclic compounds,0.464402428
99,-0.821755849,-0.7334819,-0.790627754,-0.731160457,0.928190376,-0.707304438,1.049997638,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,0.65317934,0.781471226,0.708640086,-0.39433365,-0.659453392,0.399290325,1.043241075,1.611091679,2.034869471,-0.758640117,-0.807651313,-0.804159412,-0.564701638,0.089858119,0.192347706,-0.374333556,-0.78788789,-0.757669631,-0.720914074,-0.562599668,0.3095666,0.680849344,-0.420483236,99,S57,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
102,1.666959394,0.375323104,1.29595782,1.468426704,0.383488493,0.497721603,-0.629984214,-0.411280788,2.053988036,1.164551954,1.808095877,1.286661175,-0.603579125,-0.624849977,1.111797438,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,1.357606389,1.890804516,1.760984395,1.643742621,-0.646064794,1.258357035,-0.374333556,2.110404791,1.534060346,1.325265043,-0.562599668,-0.509478176,-0.491631968,-0.420483236,102,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
104,-0.821755849,-0.7334819,-0.790627754,-0.731160457,1.211540012,0.369964371,1.086428556,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,1.358923478,1.304445295,1.265175404,-0.39433365,-0.659453392,1.35466106,2.290117221,2.157642357,2.450053686,-0.758640117,-0.807651313,-0.804159412,-0.564701638,0.584385227,0.889216437,-0.374333556,-0.78788789,-0.757669631,-0.0341614,1.076633016,1.171075298,1.257134767,-0.420483236,104,S58,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
106,3.666113552,1.701697364,2.35616315,2.613427877,0.947479073,0.851086539,0.59528997,1.197658099,4.279110762,1.87176284,1.91236659,3.288961399,0.749767772,0.731895401,1.000482338,0.842578184,2.358335454,0.904368338,0.630087052,0.494018411,0.783546975,3.628941721,3.12041239,2.653633836,2.62418205,2.190648722,1.978634178,-0.374333556,4.204975389,3.280753373,1.559735998,0.854278524,0.60930764,0.571150192,-0.420483236,106,S59,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
107,-0.106121279,0.458865424,1.516503569,1.946485572,0.760228957,0.602551424,0.533308334,-0.411280788,0.148007273,1.014565916,0.188002259,0.417852794,1.309639052,1.638365886,1.966135725,-0.39433365,1.267944448,3.257215328,3.271877342,3.325369356,3.016044374,-0.078697707,-0.343651298,-0.052800793,0.624712401,0.4020916,0.754257838,-0.374333556,0.591478997,0.507750668,2.82154159,2.738626081,0.911843129,1.423011581,-0.420483236,107,63,50,Organic compounds,1,Lipids and lipid-like molecules,0.470212121,Prenol lipids,0.177018038,,0.1856443,Diterpenoids,0.042135642,Aromatic heteropolycyclic compounds,0.382551948
111,-0.821755849,-0.7334819,-0.790627754,-0.731160457,0.67524281,0.413934741,0.703833112,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,-0.603579125,-0.624849977,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,0.346388105,0.920941111,0.909150204,-0.374333556,-0.78788789,-0.757669631,0.252610876,0.890829749,0.988990128,1.069283822,-0.420483236,111,S61,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
112,-0.821755849,-0.7334819,-0.790627754,-0.371537618,1.301559217,0.873111608,1.535339491,-0.411280788,-0.694314964,-0.667340797,-0.713863978,-0.649581606,0.607245119,0.436345518,-0.504126506,-0.39433365,-0.659453392,-0.66273721,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.807651313,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,-0.78788789,-0.757669631,0.453689929,1.538187475,0.717499929,1.745738656,-0.420483236,112,63,50,Organic compounds,1,Lipids and lipid-like molecules,0.470212121,Prenol lipids,0.177018038,,0.1856443,Diterpenoids,0.042135642,Aromatic heteropolycyclic compounds,0.382551948
113,0.081770058,0.461447776,0.319704027,0.954928249,1.305561991,1.437519498,1.645707982,-0.411280788,-0.243093579,0.341943094,0.677397272,0.588238829,0.951216362,1.31685704,1.231016798,-0.39433365,0.110161337,0.347737012,0.716256751,0.972001081,0.992616478,-0.149202628,-0.154284499,-0.066145956,-0.564701638,-0.646064794,0.209955796,-0.374333556,-0.264355981,-0.079572905,0.473358319,0.731684543,0.873178567,0.775251934,-0.420483236,113,94,7,Organic compounds,0.428571429,Organic acids and derivatives,0.214285714,Fatty Acyls,0.142857143,Organosulfonic acids and derivatives,0.142857143,Organosulfonic acids,0.142857143,Aliphatic acyclic compounds,0.214285714
118,2.552132957,1.113795241,1.613362257,1.809997235,0.524067668,0.528113117,-0.629984214,0.821223591,3.076153207,1.298276289,1.330563792,2.377509728,-0.603579125,-0.624849977,-0.504126506,0.569093355,1.686372027,0.524521498,-0.530203753,0.181033028,0.470250493,2.626343264,2.239720713,1.920373145,1.872458265,1.504986798,1.317699165,-0.374333556,3.132264191,2.390074161,1.065117398,0.490380439,0.329454412,-0.491631968,-0.420483236,118,S62,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
124,-0.821755849,-0.7334819,-0.790627754,-0.286238115,-0.683071141,-0.707304438,-0.629984214,1.557683737,-0.153643341,-0.667340797,-0.099769919,-0.649581606,-0.603579125,-0.624849977,-0.504126506,1.267060104,-0.659453392,0.283135953,-0.530203753,-0.54246981,-0.500355085,-0.758640117,-0.473288588,-0.271560159,0.416913544,0.02209603,0.820105736,1.640780639,-0.331238382,-0.757669631,-0.078104203,-0.562599668,-0.509478176,-0.491631968,2.964315816,124,345,2,Organic compounds,1,Lipids and lipid-like molecules,0.95,Prenol lipids,0.65,Triterpenoids,0.266666667,Triterpenoids,0.266666667,Aliphatic homomonocyclic compounds,0.388888889
126,-0.821755849,-0.417867568,0.286203998,0.744980947,1.617647325,1.322261487,1.541583867,-0.411280788,-0.694314964,-0.081893344,0.605588674,1.087941143,0.95731998,0.92256863,0.842516964,-0.39433365,-0.659453392,0.140010316,0.784973028,1.033486659,0.528816073,-0.758640117,0.36481255,0.12752568,-0.564701638,0.077743277,-0.054984968,-0.374333556,-0.78788789,-0.757669631,0.390425631,0.64545245,0.859386663,0.633592503,-0.420483236,126,2,7,Organic compounds,1,Organoheterocyclic compounds,0.493197279,Carboxylic acids and derivatives,0.298696145,"Amino acids, peptides, and analogues",0.284410431,Alpha amino acids and derivatives,0.110260771,Aromatic heteropolycyclic compounds,0.457426304
141,-0.552730738,-0.7334819,-0.231933674,-0.009228508,1.058088344,1.133567561,1.143312568,-0.411280788,-0.694314964,-0.138657335,0.043726254,0.611018139,0.814196781,0.646385674,-0.504126506,-0.39433365,-0.659453392,0.556400859,0.75567252,0.687500909,0.203974173,-0.478108135,-0.294461451,0.137108034,-0.564701638,0.087993521,0.066748146,0.839573063,-0.78788789,-0.757669631,0.407579878,0.471651771,0.66911404,0.797247079,-0.420483236,141,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
150,-0.554951942,-0.7334819,-0.284565713,-0.049011049,0.980830876,0.802038583,0.962509067,-0.411280788,-0.694314964,-0.184744246,-0.713863978,0.536901479,0.649785886,0.591848278,-0.504126506,-0.39433365,-0.659453392,0.496467185,0.561074073,0.547987526,-0.500355085,-0.461773493,-0.307558819,-0.804159412,-0.564701638,0.10254409,0.043073645,-0.374333556,-0.78788789,-0.757669631,0.424498075,0.500804821,0.580408909,-0.491631968,-0.420483236,150,3,74,Organic compounds,1,Lipids and lipid-like molecules,0.826045201,Prenol lipids,0.390973928,Diterpenoids,0.1878003,Diterpenoids,0.119417632,Aliphatic homopolycyclic compounds,0.268458231
151,-0.546140265,-0.7334819,-0.278096286,-0.044849705,1.132436317,0.93315631,1.045316066,-0.411280788,-0.496068819,-0.149081132,-0.022470408,0.584908152,0.706164132,0.527747356,0.677280674,-0.39433365,-0.659453392,0.483880873,0.640116204,0.581533002,0.221145978,-0.463344925,-0.26095496,0.139070683,-0.564701638,0.09964687,0.051446344,-0.374333556,-0.78788789,-0.757669631,0.509993496,0.551904131,0.634986486,0.786725052,-0.420483236,151,63,50,Organic compounds,1,Lipids and lipid-like molecules,0.470212121,Prenol lipids,0.177018038,,0.1856443,Diterpenoids,0.042135642,Aromatic heteropolycyclic compounds,0.382551948
153,0.305283462,-0.38328366,-0.309942843,-0.155763159,-0.683071141,-0.707304438,-0.629984214,0.392326551,0.616130774,1.105037031,1.325420247,0.642148409,-0.603579125,-0.624849977,-0.504126506,0.680676569,-0.0859977,-0.66273721,-0.530203753,-0.54246981,-0.500355085,0.353811643,-0.264413926,-0.268874559,0.394438821,0.280439556,-0.106768442,1.768877318,0.425743934,-0.016189371,0.536216458,-0.562599668,-0.509478176,-0.491631968,-0.420483236,153,28,19,Organic compounds,1,Lipids and lipid-like molecules,0.901754386,Prenol lipids,0.378947368,Triterpenoids,0.315789474,Triterpenoids,0.315789474,Aliphatic acyclic compounds,0.498245614
154,-0.821755849,-0.7334819,-0.790627754,-0.731160457,-0.683071141,0.272960292,0.784327139,-0.411280788,-0.694314964,-0.667340797,-0.713863978,0.162601086,0.491145044,0.552932649,-0.504126506,-0.39433365,-0.659453392,0.844576285,1.272458081,0.696252561,-0.500355085,-0.758640117,-0.317083823,0.198368329,0.08929302,0.578747002,0.602258793,-0.374333556,-0.78788789,-0.757669631,-0.720914074,1.113087274,1.262151648,0.957527884,-0.420483236,154,5,100,Organic compounds,0.93,Organic acids and derivatives,0.288345599,Carboxylic acids and derivatives,0.271099206,"Amino acids, peptides, and analogues",0.269849206,Dipeptides,0.112630952,Aromatic heteropolycyclic compounds,0.295015152
156,1.638400256,2.483032756,1.211817743,0.772878954,0.323735753,0.416084065,0.378461773,-0.411280788,0.406027779,1.201531823,0.556968163,0.465571802,0.77019745,0.570627637,0.751123914,-0.39433365,0.938598092,0.201014785,-0.530203753,-0.54246981,-0.500355085,-0.199154101,-0.463735211,-0.804159412,-0.564701638,-0.646064794,-0.700768166,-0.374333556,0.873173195,2.165202547,1.020996571,0.604461936,0.764159967,-0.491631968,-0.420483236,156,74,4,Organic compounds,1,Lipids and lipid-like molecules,0.8,Glycerolipids,0.34375,Triradylcglycerols,0.34375,Triacylglycerols,0.34375,Aliphatic acyclic compounds,0.46875
162,1.257220739,2.741733427,2.433626475,2.142389274,0.527624261,0.723997028,-0.629984214,0.753031306,-0.011528724,1.226692175,1.904961249,1.250026502,-0.603579125,0.679713245,-0.504126506,-0.39433365,3.201053327,2.129304988,1.010371738,0.72765281,1.186255503,1.807299717,2.457272762,2.802838778,3.857154619,3.438741278,2.842952518,-0.374333556,1.052627586,0.702654519,1.168503048,0.979500013,-0.509478176,0.385354875,-0.420483236,162,63,50,Organic compounds,1,Lipids and lipid-like molecules,0.470212121,Prenol lipids,0.177018038,,0.1856443,Diterpenoids,0.042135642,Aromatic heteropolycyclic compounds,0.382551948
167,0.433749129,0.000651142,0.270750734,0.489371792,-0.683071141,-0.707304438,-0.629984214,-0.411280788,0.544169939,0.26419552,0.385985434,0.1285224,-0.603579125,-0.624849977,-0.504126506,0.190568405,0.296046362,0.072913431,-0.530203753,-0.54246981,-0.500355085,0.452529867,0.394679191,0.498969346,0.642781627,0.540772617,0.432717869,0.998913682,0.412747126,0.373611965,0.286117804,0.116186931,-0.509478176,-0.491631968,-0.420483236,167,S76,1,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0,no matches,0
