"","Otu00003","Otu00004","Otu00005","Otu00015","Otu00019","Otu00025","Otu00027","Otu00032","Otu00040","Otu00047","Otu00057","Otu00058","Otu00059","Otu00061","Otu00062","Otu00063","Otu00069","Otu00072","Otu00079","Otu00081","Otu00082","Otu00083","Otu00087","Otu00089","Otu00090","Otu00091","Otu00092","Otu00094","Otu00095","Otu00097","Otu00100","Otu00104","Otu00107","Otu00108","Otu00111","Otu00118","Otu00122","Otu00131","Otu00132","Otu00133","Otu00134","Otu00135","Otu00137","Otu00139","Otu00140","Otu00141","Otu00156","Otu00157","Otu00159","Otu00162","Otu00165","Otu00166","Otu00188","Otu00192","Otu00194","Otu00204","Otu00207","Otu00257","Otu00395"
"F4_GI_1",0.279955118800347,3.63663056854509,0.338770834759134,0.431142206722904,-0.940280472943489,-0.966942983710932,-1.17649416044376,1.19161978911573,-0.716428300012818,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.729944341571744,-1.09061835408968,-1.01191532697486,-1.18599494695089,-1.05643368780884,-0.944491267045466,-1.01849539534034,-0.651798663886677,-0.662784755408134,-0.763308551489298,-0.946164892182404,-0.789788128305272,-0.778460440710262,-0.95346914985675,0.748454474489588,-1.20553534599323,-0.882433466842323,-0.754605331494159,0.392405803849707,-0.944405909299918,1.27525846297778,-0.764421963118573,-0.997520971410018,-0.0483474622221366,-0.413411658406167,-0.279871879075743,-0.562801704826092,0.541277977127769,-0.761623867622664,-0.988712672816353,-0.755024769247803,0.0212317303887866,0.503579338990662,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,-0.75045361932504,-0.294420895076626,-0.649257589427558,-0.944917804928724,-0.0322340772044553,-0.654324664786875,-0.583047820945601,-0.688082607251146,-0.0273801247637916,-0.566305257916794
"F4_GI_2",0.530342598179516,0.62092334745698,0.370993411282199,0.8390099114633,-1.02960471887557,-1.01929983339216,-0.860555132626376,0.243870590855109,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-1.18599494695089,-1.05643368780884,-0.944491267045466,-1.01849539534034,-0.441648534936032,-0.662784755408134,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,0.234118472082657,-1.20553534599323,-0.882433466842323,-0.754605331494159,1.72147807733187,-0.944405909299918,2.05432952035805,-0.764421963118573,-0.997520971410018,0.913251786423477,0.577590887761393,0.572769159255986,-0.562801704826092,2.04904471443446,-0.761623867622664,-0.988712672816353,-0.755024769247803,0.688464105266481,1.20692406306821,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,-0.75045361932504,0.106386235030143,-0.649257589427558,-0.944917804928724,0.663132143772048,-0.654324664786875,-0.583047820945601,-0.688082607251146,0.944285516207001,-0.566305257916794
"F4_GI_3",0.0451593720088746,-0.169408841503878,0.978907505411054,0.386251929443924,-1.02960471887557,-1.01929983339216,0.0458087352705044,0.0749510660078772,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-1.18599494695089,-1.05643368780884,-0.944491267045466,-1.01849539534034,-0.137293184331105,-0.209444894196074,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,-0.262688366045085,-1.20553534599323,-0.882433466842323,-0.754605331494159,2.18378613719199,-0.944405909299918,0.89298399819863,-0.764421963118573,-0.997520971410018,0.305440472907079,0.593698470178555,1.40010570491336,-0.562801704826092,1.81378759105864,-0.761623867622664,-0.988712672816353,-0.755024769247803,0.281616741328104,1.16906222979832,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,0.416759150398916,0.900788569708912,-0.0925542123872673,-0.405171206294501,0.249641693285268,-0.654324664786875,-0.583047820945601,-0.688082607251146,1.05532988571483,-0.566305257916794
"F4_GI_4",-0.305534345054603,-0.293186204407635,1.17601930057297,0.537422969810512,-1.02960471887557,-1.01929983339216,0.504905991017675,0.0749510660078772,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-1.18599494695089,-1.05643368780884,-0.944491267045466,-1.01849539534034,-0.00513001047424021,-0.21761533357638,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,-0.292841035078207,-1.20553534599323,-0.882433466842323,-0.754605331494159,1.51905469150296,-0.944405909299918,0.86750370798389,-0.764421963118573,-0.997520971410018,0.810525008300151,0.472671381328537,1.64939429418452,-0.562801704826092,1.34285266162142,-0.761623867622664,-0.988712672816353,-0.755024769247803,2.11940697909461,2.56963617916767,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,0.468688838361091,0.953826703581479,0.221207979707544,0.713079680724074,0.822352936876536,-0.654324664786875,-0.583047820945601,-0.688082607251146,0.594229330774312,-0.566305257916794
"F4_HG_1",-0.691242134759033,-0.426657548914345,0.00928023811368355,-0.140072347582919,0.165370303564862,1.33267672369466,0.781573468018421,-0.856919328696996,0.723904447376815,1.56814073805659,-0.140101346771701,0.149495243375396,1.82784704425885,0.629670731864809,0.890351126884796,0.0171164631177288,0.623802706172539,-0.944491267045466,1.72330152390642,-0.844409986417533,-0.243079198116232,1.82776727354854,1.12611718752033,1.11908000725628,0.356871999858848,0.597385310989882,-0.835043975337982,0.940851718985339,0.435434212648098,2.091936340367,0.42922252952465,1.68158674289118,-0.155324239038427,0.149723149320058,-0.134473638502821,-0.147068056628922,-0.255489445728102,1.87928766923983,0.83197093195686,-0.643700837694987,1.08684211567539,0.687205758746834,1.04962392835106,0.100802679782317,0.925110792088211,1.03835683498897,0.491881218560777,-0.682403763448821,2.27044159161011,0.111489487617645,1.23049788605388,0.384091787450417,0.744217495522701,-0.712564207481966,0.433180052835384,0.0950162526268895,1.11132835637803,-0.131091497115853,1.57769646134345
"F4_HG_2",-0.72269664242359,-0.426657548914345,0.0738393979948361,-0.20579776136787,0.323234958924696,1.28308601557231,0.84072302885047,-0.815587291653587,0.585925590177937,1.2568605275713,-0.129744683038609,0.143542887032002,1.51964812046149,0.636032152298485,0.581191848713907,-0.0450831037112546,0.462036669434088,-0.944491267045466,1.72534398161645,-0.902672109782298,-0.662784755408134,1.75321981002752,0.7001451747019,0.745830564079701,0.319862183952013,0.51203699721734,-0.835043975337982,0.881895495515724,0.456107762896068,1.75364520499526,0.462294322984508,1.36731562382687,0.138012320607399,0.212869616400294,-0.244731064670446,-0.00348144325923727,-0.313557698319071,1.76371934039464,0.531147054736205,-0.643700837694987,0.605673199292471,0.481895945182373,1.27209530707989,0.125601100965197,0.815560836990031,0.707542754024327,0.548456556198111,-0.682403763448821,1.80273716599397,0.00188691382333149,1.24854613267784,0.546438520570983,0.786873501156516,-0.712564207481966,0.531383958447816,-0.583047820945601,0.972311078679965,-0.060337001659388,1.93171485158869
"F4_HG_3",-0.869869349752844,-0.159696168460708,-1.1965349776951,-0.485416304631852,1.61137314336517,1.30921559264555,-0.348718458364081,-1.30546761615051,1.19223952552052,1.38073836590201,0.0980267665292452,0.371911558406565,1.58947981844727,0.897930752872231,1.30787261812486,0.353012143610925,0.719375158960377,-0.944491267045466,2.0913973411921,-0.936242950831264,-0.662784755408134,2.40140872809312,1.30916780062128,0.962205374102996,0.487701205070867,1.05291253598381,-0.835043975337982,2.14049439522046,0.833951699936604,2.57449866649556,-0.320843481401903,1.83554211693354,-0.449939478894163,0.538877093379657,0.140761263785316,-0.27245301272498,-0.902422988471793,0.147770231207596,0.585760597058302,-0.643700837694987,0.682676049940306,1.02356084588482,2.52304505038581,-0.688162773321693,-0.169668703952445,1.81703273823127,0.692682029644508,-0.682403763448821,2.51203981079096,-0.75045361932504,-0.117658018596009,-0.649257589427558,-0.367900572237541,-0.712564207481966,1.01619883069729,-0.583047820945601,1.44018330745053,-0.801392250954468,4.19614600608615
"F5_GI_1",1.40305509711379,3.84828312935161,-0.447114036978439,2.84681026718668,-0.829861642314478,-0.382038743473764,-0.849464016398992,0.426323559160111,-0.201974047941225,-0.357295149334203,-0.0045414609043915,-0.609098306669544,-0.889445555134343,-0.608259517446447,-1.01191532697486,-0.256223374442576,-1.05643368780884,-0.396394524312624,-1.01849539534034,-0.37321306168355,-0.662784755408134,-0.763308551489298,-1.14076417849256,-0.406498795189863,-0.778460440710262,-0.193489607226429,3.96601943612401,-0.483172240490587,-0.444548916897132,-0.754605331494159,-0.0654016795447869,-0.192835800781434,-0.00311192219177283,-0.123242863812237,-0.213123998632261,-0.291439987375469,0.063483868340236,-0.863848294220264,-0.562801704826092,0.488928067088135,-0.234445975118442,-0.988712672816353,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,-0.682403763448821,0.0969434230544852,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.944917804928724,-0.712564207481966,-0.654324664786875,-0.583047820945601,-0.688082607251146,-0.801392250954468,-0.566305257916794
"F5_GI_2",2.22502810850467,-0.201040021042088,1.18060431966018,0.0473910222274304,-0.816960557838117,-0.809861961729784,0.418085124004939,2.10057946733878,-0.633784510284085,-0.875964967031613,-0.714633376586343,-0.609098306669544,-0.637246948485373,-0.942941006085052,-0.907029744328333,-1.18599494695089,-0.867888015894562,-0.944491267045466,-1.01849539534034,0.380015480649057,-0.662784755408134,-0.763308551489298,-0.981875056220053,-0.730425695210466,-0.778460440710262,-0.718978951130267,2.19308021786536,-1.20553534599323,-0.716938595421731,-0.754605331494159,0.662149321012212,-0.944405909299918,1.90729396181883,-0.764421963118573,-0.997520971410018,0.358370769076962,0.363833085116523,0.0639849839384267,-0.562801704826092,1.75089798259705,-0.761623867622664,-0.988712672816353,-0.755024769247803,0.328322936609512,0.986788536262933,-0.667031411248219,-0.751384098608678,-0.55233151974919,-0.958957637902778,0.632034740907399,-0.704958616903222,-0.0337906404595539,-0.405171206294501,0.440066125966153,-0.654324664786875,-0.583047820945601,-0.688082607251146,0.172597122103346,-0.566305257916794
"F5_GI_3",1.87462736015876,-0.426657548914345,0.112158652022002,-0.517516746599322,-0.516311641800253,0.00261688339941453,0.235136137107005,0.958952561192791,-0.162306898861253,-0.455970246604892,-0.256345941096322,-0.280674627387348,-0.24634479095102,-0.0251579725690544,-0.525514395208145,-0.256223374442576,-0.218308760893352,-0.0886441759502626,-0.513110821381417,0.0236969284027918,-0.662784755408134,-0.763308551489298,-0.691336899677406,-0.230916396420973,-0.00726199726774529,-0.181515537954771,0.435548036080143,-0.130441715810361,-0.0276021134608487,-0.754605331494159,1.92636123038122,-0.0504498028430769,0.789163632135667,-0.438727632951843,-0.172861692745692,0.362674468455237,2.12352721397161,0.0463042780748248,-0.562801704826092,2.32816329804553,-0.761623867622664,-0.494753699538091,-0.137835164314268,1.00807020565365,1.7088835966746,-0.667031411248219,-0.167140010983285,-0.2921766256685,-0.431075769262905,0.313630142353964,-0.648278320293477,0.0813552102058536,0.153844175090012,0.618476375533892,-0.654324664786875,-0.583047820945601,-0.688082607251146,0.965636121271541,-0.566305257916794
"F5_GI_4",2.22746949722351,-0.426657548914345,0.0848037619783638,-0.573822163455939,0.0300314808872864,0.713199679955914,0.264097665867558,0.510781015387973,0.345729474659338,0.116397528845637,0.0484634312472769,-0.2672629637207,0.283474114531477,0.778395597304633,-0.0500903564488514,0.355974091904647,0.402133124521141,0.743603509117008,-0.236893219602746,-0.017695018597484,-0.471228389243889,-0.763308551489298,0.00539150630004917,0.333234736198292,0.647454245759444,0.620926592290541,0.122036230636509,0.474862764013847,0.90462520048844,0.0806413350189142,0.375041740607099,0.41980246052618,0.939522333391729,-0.166045366635228,0.524653151114277,0.00272697637137683,0.767862880496785,-0.142945714087182,-0.562801704826092,0.4618272057812,-0.0370484984629853,0.0340364474029426,0.272198424404613,0.992341528743391,1.48430670108931,-0.363046462112375,0.304158236189306,-0.00646996880049896,-0.0804417350330392,0.190028508299198,-0.311804081627165,-0.0772973335578721,0.218287696500343,0.217727140881299,0.347721850750496,-0.583047820945601,-0.0932096982122471,0.401994956040515,-0.215538185213488
"F5_HG_1",0.989524949262535,-0.3257637051626,0.0578957453200638,-0.540885095512228,0.662600591035823,1.98453171674194,-0.205607343927531,-0.27306036546558,1.43178668668727,0.74452375933903,0.63052432589602,0.125396937546739,1.19645005616083,2.23606652863748,0.497374433097922,1.09308805658108,1.15040557705831,1.24495558055785,0.604968466156617,-0.109606510069971,-0.391878628858551,-0.763308551489298,0.703582681316539,1.13162040172617,1.63214293625828,1.52623812339392,-0.835043975337982,1.07619969814259,1.9489497785127,0.378050418673215,-0.334523699625251,1.01771164665585,0.449175202092634,0.438187984263957,1.76214679104104,-0.813313043748082,-0.902422988471793,-0.226669289387816,-0.562801704826092,-0.326001554518316,0.370656950747344,0.687205758746834,0.896634220525261,-0.090216764577117,-0.15720314671566,-0.128096743446753,1.33526130866935,0.558778909711131,0.375195009088667,-0.617471091702187,-0.311804081627165,-0.649257589427558,-0.195322938719762,-0.712564207481966,0.762995900439931,-0.583047820945601,0.661223351408632,-0.801392250954468,0.486080166185586
"F5_HG_2",0.999434344820053,-0.27531426067912,-0.0675586453198223,-0.538196376355207,0.831429562000358,1.74389188357708,-0.245087663110141,-0.445043526616094,1.25938472264914,0.986301150885728,0.617023202071951,0.0680525177214807,1.40893159951221,1.83345588478121,0.660863733624655,1.31561031986519,1.58672213612563,0.956407449832805,0.658963778794224,-0.245492145745769,-0.436130695215456,0.0523998440228733,0.886869818267976,1.23174345240047,1.57290808933512,1.44475265766513,-0.835043975337982,1.33290318199041,1.93095070108936,0.486260487185085,-0.314134850344934,0.996459966219463,0.576638316249632,0.470868712345463,1.69342071949749,-0.813313043748082,-0.902422988471793,-0.44121128628535,-0.562801704826092,-0.442774187512586,0.536051451817753,0.748609671508621,1.00845139081796,-0.186576890609417,-0.294319127093765,-0.11598250225547,1.5839603542999,0.731094106053528,0.631998557503218,-0.0593962348947961,-0.409066514224165,-0.649257589427558,-0.0793342302302567,-0.201102666078719,0.839712258681902,0.166590215714402,1.01743200477597,-0.801392250954468,0.486080166185586
"F5_HG_3",0.621738824741217,-0.426657548914345,0.173195659742307,-0.512556800479637,0.91749106947272,1.79899775507125,-0.30047282094844,-0.431440182196813,1.75272164083746,0.834746485271778,0.886312615342521,0.131494909113325,1.17635427764231,2.00535479271871,0.567235587395947,1.37365090520921,1.25738243309738,1.25142042704731,0.685324076688849,0.12162602855593,-0.420480565193637,0.0113699728602001,0.622837859361449,0.867313725167507,1.67648482024783,1.91739015800435,-0.835043975337982,1.04034000929944,2.22012783780704,0.336480384744953,-0.479870182010861,1.05609112474076,0.467317516485529,0.646544329932924,2.31302487508688,-0.813313043748082,-0.902422988471793,-0.422416864567751,-0.562801704826092,-0.295676389367178,0.518056121316158,0.528634055784351,1.15639063095764,-0.688162773321693,-0.396088186959318,-0.222031141762395,1.43233779354246,0.538136176516711,0.266213212622119,-0.75045361932504,-0.27757279365243,-0.649257589427558,-0.181565211630269,-0.712564207481966,0.656586777183109,0.0359309686196933,1.37367711062208,-0.801392250954468,0.730590733215615
"F6_GI_1",-0.43542098344111,0.387470398513705,0.305368323267519,-0.829706938658214,0.559069715020298,-0.426698645874548,-1.17649416044376,1.35982355121028,-0.563934327129686,-0.407283987595161,-0.714633376586343,-0.609098306669544,-0.580561456099501,-0.0705620031468583,-0.706108641454727,0.0396310438719885,-0.296227147788104,0.4022815535475,0.169488752022458,0.463413499297327,-0.662784755408134,-0.763308551489298,0.710438682837248,-0.368830571439931,-0.778460440710262,-0.379030354587473,1.00247390345424,-0.293094890347268,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.446461898782319,-1.24494249494649,-0.764421963118573,0.111924504220031,-0.813313043748082,-0.902422988471793,-0.863848294220264,-0.562801704826092,-0.377897205383569,-0.761623867622664,0.1996976920972,-0.755024769247803,-0.688162773321693,-0.848859216189337,-0.667031411248219,-0.751384098608678,-0.213402857687888,-0.1842001074781,-0.75045361932504,-0.841795400360935,-0.649257589427558,-0.128848670881494,-0.712564207481966,-0.654324664786875,0.999524006247767,-0.688082607251146,-0.801392250954468,-0.566305257916794
"F6_GI_3",-0.283317351766782,-0.426657548914345,0.562850670483335,-0.829706938658214,-0.903279895504374,-1.01929983339216,0.144505252136352,-0.145109284703162,-0.891523116900759,-1.12178757278488,-0.714633376586343,-0.609098306669544,-0.889445555134343,-1.09061835408968,-1.01191532697486,-0.629878768973787,-1.05643368780884,-0.36313912656882,-1.01849539534034,2.04898111109446,0.0842163215819171,-0.763308551489298,-1.14076417849256,-0.933098457276684,-0.778460440710262,-0.95346914985675,0.803414317794187,-1.20553534599323,-0.882433466842323,-0.754605331494159,-0.847310199444419,-0.944405909299918,-1.24494249494649,-0.764421963118573,-0.997520971410018,-0.813313043748082,-0.0913947719327786,-0.863848294220264,-0.562801704826092,-0.643700837694987,-0.761623867622664,-0.988712672816353,-0.755024769247803,-0.688162773321693,-0.479178148716722,-0.667031411248219,-0.751384098608678,-0.682403763448821,-0.958957637902778,-0.75045361932504,-0.841795400360935,0.947749649445564,3.90506109526275,1.00809232337512,-0.654324664786875,-0.583047820945601,-0.688082607251146,-0.077377446175393,-0.566305257916794
